# codec in_bits encoded back_bits
bf16 927eff36 927f 927f0000
bf16 2ce3f218 2ce4 2ce40000
bf16 b87cc9e4 b87d b87d0000
bf16 4ea010ce 4ea0 4ea00000
bf16 8fc57e17 8fc5 8fc50000
bf16 0b08e3f1 0b09 0b090000
bf16 88024386 8802 88020000
bf16 a8624ec4 a862 a8620000
bf16 4b871dc1 4b87 4b870000
bf16 c775d644 c776 c7760000
bf16 8d7778ca 8d77 8d770000
bf16 51897694 5189 51890000
bf16 63f1a923 63f2 63f20000
bf16 9a5b3ba7 9a5b 9a5b0000
bf16 73f4d61e 73f5 73f50000
bf16 fc9fc0bf fca0 fca00000
bf16 fc9551ce fc95 fc950000
bf16 73f6d033 73f7 73f70000
bf16 5b444967 5b44 5b440000
bf16 38ba7d35 38ba 38ba0000
bf16 782fa31c 7830 78300000
bf16 43d8f997 43d9 43d90000
bf16 92a9c4cb 92aa 92aa0000
bf16 104bd6f3 104c 104c0000
bf16 ace57688 ace5 ace50000
bf16 f926293a f926 f9260000
bf16 dea617e8 dea6 dea60000
bf16 1175a101 1176 11760000
bf16 846ae45a 846b 846b0000
bf16 8239df82 823a 823a0000
bf16 7dc5e791 7dc6 7dc60000
bf16 dd42ac90 dd43 dd430000
bf16 725af0e1 725b 725b0000
bf16 fb51cfa1 fb52 fb520000
bf16 cb3a82a9 cb3b cb3b0000
bf16 80e2da78 80e3 80e30000
bf16 574ae80f 574b 574b0000
bf16 719750a3 7197 71970000
bf16 fd02122d fd02 fd020000
bf16 d7df1242 d7df d7df0000
bf16 5b2d3fca 5b2d 5b2d0000
bf16 16efc947 16f0 16f00000
bf16 e16c1b0f e16c e16c0000
bf16 cce81e26 cce8 cce80000
bf16 c18a94d6 c18b c18b0000
bf16 45a798f2 45a8 45a80000
bf16 f0fc1942 f0fc f0fc0000
bf16 788bae43 788c 788c0000
bf16 1ae70a64 1ae7 1ae70000
bf16 81f023c3 81f0 81f00000
bf16 7de58301 7de6 7de60000
bf16 e9a05a1d e9a0 e9a00000
bf16 1eca8141 1ecb 1ecb0000
bf16 9f8655bb 9f86 9f860000
bf16 f186e026 f187 f1870000
bf16 55665ee6 5566 55660000
bf16 dd243238 dd24 dd240000
bf16 2c337648 2c33 2c330000
bf16 62c53ddf 62c5 62c50000
bf16 4c32f61d 4c33 4c330000
bf16 71523383 7152 71520000
bf16 40cf74c0 40cf 40cf0000
bf16 3d7de6e3 3d7e 3d7e0000
bf16 2d229771 2d23 2d230000
bf16 df05a203 df06 df060000
bf16 159886a5 1599 15990000
bf16 50bbff6d 50bc 50bc0000
bf16 61cc3c64 61cc 61cc0000
bf16 4b992e29 4b99 4b990000
bf16 b2cf1652 b2cf b2cf0000
bf16 713d09db 713d 713d0000
bf16 5bcbb56e 5bcc 5bcc0000
bf16 f653367e f653 f6530000
bf16 879edb42 879f 879f0000
bf16 a6e7706d a6e7 a6e70000
bf16 dfd14f65 dfd1 dfd10000
bf16 e0e1f7fa e0e2 e0e20000
bf16 469ed216 469f 469f0000
bf16 66499a7d 664a 664a0000
bf16 9b4ef27e 9b4f 9b4f0000
bf16 000e4b8c 000e 000e0000
bf16 9894e024 9895 98950000
bf16 e3647177 e364 e3640000
bf16 0d7222c1 0d72 0d720000
bf16 5459b006 545a 545a0000
bf16 c08ca980 c08d c08d0000
bf16 b38a2fbc b38a b38a0000
bf16 a3a92a55 a3a9 a3a90000
bf16 6368430f 6368 63680000
bf16 5d8525a4 5d85 5d850000
bf16 d43ea2dd d43f d43f0000
bf16 fd637833 fd63 fd630000
bf16 f114607c f114 f1140000
bf16 547d0530 547d 547d0000
bf16 15d5b198 15d6 15d60000
bf16 5a298c09 5a2a 5a2a0000
bf16 01124408 0112 01120000
bf16 3f4b485d 3f4b 3f4b0000
bf16 28b2db0e 28b3 28b30000
bf16 313f9bf3 3140 31400000
bf16 37c45c1c 37c4 37c40000
bf16 9c775847 9c77 9c770000
bf16 abf4c8b1 abf5 abf50000
bf16 8a16cc98 8a17 8a170000
bf16 9fae7570 9fae 9fae0000
bf16 aa2217f6 aa22 aa220000
bf16 5a29181b 5a29 5a290000
bf16 f82a6c80 f82a f82a0000
bf16 9e9c4d68 9e9c 9e9c0000
bf16 5fcaeb27 5fcb 5fcb0000
bf16 cc757c43 cc75 cc750000
bf16 456bae40 456c 456c0000
bf16 b8f4d704 b8f5 b8f50000
bf16 408d0d10 408d 408d0000
bf16 53f41913 53f4 53f40000
bf16 23acf37c 23ad 23ad0000
bf16 064109ee 0641 06410000
bf16 e5524527 e552 e5520000
bf16 887e8cc5 887f 887f0000
bf16 438b3cbe 438b 438b0000
bf16 8275046e 8275 82750000
bf16 13f2028e 13f2 13f20000
bf16 fb38acaf fb39 fb390000
bf16 d930b28f d931 d9310000
bf16 35e9993a 35ea 35ea0000
bf16 5df1f814 5df2 5df20000
bf16 18d21234 18d2 18d20000
bf16 da30fb0e da31 da310000
bf16 37d4f6e3 37d5 37d50000
bf16 a4a8d4a9 a4a9 a4a90000
bf16 1b0af323 1b0b 1b0b0000
bf16 8c13ddeb 8c14 8c140000
bf16 0366c03e 0367 03670000
bf16 290acad9 290b 290b0000
bf16 feb0d822 feb1 feb10000
bf16 7d051d47 7d05 7d050000
bf16 569e4673 569e 569e0000
bf16 339d78a8 339d 339d0000
bf16 5146d998 5147 51470000
bf16 64983633 6498 64980000
bf16 e6fcdc11 e6fd e6fd0000
bf16 8a78606c 8a78 8a780000
bf16 d28aed19 d28b d28b0000
bf16 bdd4a9fc bdd5 bdd50000
bf16 97089af3 9709 97090000
bf16 5c6c7a11 5c6c 5c6c0000
bf16 0b6c6d05 0b6c 0b6c0000
bf16 150f3c55 150f 150f0000
bf16 601fd2fc 6020 60200000
bf16 b9862f7b b986 b9860000
bf16 b105eac1 b106 b1060000
bf16 b3d6d8f8 b3d7 b3d70000
bf16 b0248301 b025 b0250000
bf16 67a54a61 67a5 67a50000
bf16 623796d1 6238 62380000
bf16 e732f8d9 e733 e7330000
bf16 2cc92ab8 2cc9 2cc90000
bf16 016e231a 016e 016e0000
bf16 7dc1857f 7dc2 7dc20000
bf16 c578f81c c579 c5790000
bf16 343ac723 343b 343b0000
bf16 12cb395e 12cb 12cb0000
bf16 65133bbf 6513 65130000
bf16 86c0bdef 86c1 86c10000
bf16 d9113231 d911 d9110000
bf16 5291402a 5291 52910000
bf16 d55f0f83 d55f d55f0000
bf16 efb77da8 efb7 efb70000
bf16 10c85427 10c8 10c80000
bf16 89595666 8959 89590000
bf16 98d2338f 98d2 98d20000
bf16 6c99eabe 6c9a 6c9a0000
bf16 6a612b3b 6a61 6a610000
bf16 54ae93f7 54af 54af0000
bf16 c772b1f7 c773 c7730000
bf16 71263f0b 7126 71260000
bf16 14aa0ab9 14aa 14aa0000
bf16 ce4a9918 ce4b ce4b0000
bf16 8d7426de 8d74 8d740000
bf16 e46c7e80 e46c e46c0000
bf16 f3371cc3 f337 f3370000
bf16 689c3b05 689c 689c0000
bf16 f69ed35a f69f f69f0000
bf16 62005ad2 6200 62000000
bf16 3693f684 3694 36940000
bf16 3ac32d96 3ac3 3ac30000
bf16 28c18e2c 28c2 28c20000
bf16 5470709d 5470 54700000
bf16 54ab05de 54ab 54ab0000
bf16 8b9b1372 8b9b 8b9b0000
bf16 581246e7 5812 58120000
bf16 b46a3bbb b46a b46a0000
bf16 cf7671ca cf76 cf760000
bf16 76afdfa0 76b0 76b00000
bf16 1a318fef 1a32 1a320000
bf16 829eafb7 829f 829f0000
bf16 086ae06a 086b 086b0000
bf16 7b79eac5 7b7a 7b7a0000
bf16 2804bf3b 2805 28050000
bf16 1282952e 1283 12830000
bf16 d8d02097 d8d0 d8d00000
bf16 116bcc96 116c 116c0000
bf16 239d5c9c 239d 239d0000
bf16 62c7641e 62c7 62c70000
bf16 509a0a3d 509a 509a0000
bf16 976564f9 9765 97650000
bf16 1db8da81 1db9 1db90000
bf16 7b628ae2 7b63 7b630000
bf16 b4a8c3b5 b4a9 b4a90000
bf16 89b23adb 89b2 89b20000
bf16 c3ec5ae4 c3ec c3ec0000
bf16 5ee01706 5ee0 5ee00000
bf16 2e4a7279 2e4a 2e4a0000
bf16 decc9c1f decd decd0000
bf16 b3893023 b389 b3890000
bf16 1acfb4cf 1ad0 1ad00000
bf16 5df11068 5df1 5df10000
bf16 1104688f 1104 11040000
bf16 861c1599 861c 861c0000
bf16 3e7ff7af 3e80 3e800000
bf16 aedd1d9f aedd aedd0000
bf16 e60e3420 e60e e60e0000
bf16 8debf60e 8dec 8dec0000
bf16 87e1755c 87e1 87e10000
bf16 0f035cda 0f03 0f030000
bf16 f3b20ae9 f3b2 f3b20000
bf16 c7321abf c732 c7320000
bf16 83eab08c 83eb 83eb0000
bf16 04d21b4c 04d2 04d20000
bf16 504ba825 504c 504c0000
bf16 ba4aa56c ba4b ba4b0000
bf16 440279e5 4402 44020000
bf16 a8ea3658 a8ea a8ea0000
bf16 f2f79afd f2f8 f2f80000
bf16 1fec9f45 1fed 1fed0000
bf16 1178edbb 1179 11790000
bf16 eb40e5e3 eb41 eb410000
bf16 0a12e274 0a13 0a130000
bf16 32011c39 3201 32010000
bf16 82653997 8265 82650000
bf16 838a8251 838b 838b0000
bf16 a6f8e104 a6f9 a6f90000
bf16 c9c2b757 c9c3 c9c30000
bf16 efb5a7b5 efb6 efb60000
bf16 94e5f3e4 94e6 94e60000
bf16 06fed0c1 06ff 06ff0000
bf16 2b002dd5 2b00 2b000000
bf16 235ee4a4 235f 235f0000
bf16 1f94910e 1f95 1f950000
bf16 b7419b42 b742 b7420000
bf16 50758b23 5076 50760000
bf16 f57d2a48 f57d f57d0000
bf16 9d44aace 9d45 9d450000
bf16 f34e19bd f34e f34e0000
bf16 b2b3cde0 b2b4 b2b40000
bf16 9a1b18f8 9a1b 9a1b0000
bf16 7501470b 7501 75010000
bf16 1153474d 1153 11530000
bf16 ec140537 ec14 ec140000
bf16 b10f6bb9 b10f b10f0000
bf16 761a906e 761b 761b0000
bf16 77ff72e7 77ff 77ff0000
bf16 54d4c092 54d5 54d50000
bf16 1667fc6b 1668 16680000
bf16 f709f2a3 f70a f70a0000
bf16 feff4a81 feff feff0000
bf16 a37e43b3 a37e a37e0000
bf16 b2b72b97 b2b7 b2b70000
bf16 1df367bf 1df3 1df30000
bf16 faf3b0fa faf4 faf40000
bf16 556a484d 556a 556a0000
bf16 dad0b33f dad1 dad10000
bf16 0a5a1d0b 0a5a 0a5a0000
bf16 e5994f36 e599 e5990000
bf16 c3438ec0 c344 c3440000
bf16 c4ebeafb c4ec c4ec0000
bf16 cd4efefc cd4f cd4f0000
bf16 07ffdd7f 0800 08000000
bf16 7a1e45a4 7a1e 7a1e0000
bf16 9f4aefb7 9f4b 9f4b0000
bf16 07cbeb0a 07cc 07cc0000
bf16 18dd1969 18dd 18dd0000
bf16 73db3499 73db 73db0000
bf16 048de95c 048e 048e0000
bf16 662db68a 662e 662e0000
bf16 ff5baf63 ff5c ff5c0000
bf16 a3ea0339 a3ea a3ea0000
bf16 9521bc26 9522 95220000
bf16 307c19d9 307c 307c0000
bf16 d7a2c1ed d7a3 d7a30000
bf16 6e44ec58 6e45 6e450000
bf16 ef3fff7e ef40 ef400000
bf16 e03aae36 e03b e03b0000
bf16 f69e113e f69e f69e0000
bf16 9188e532 9189 91890000
bf16 b2fdd724 b2fe b2fe0000
bf16 3b8b4c47 3b8b 3b8b0000
bf16 06590694 0659 06590000
bf16 009494b6 0095 00950000
bf16 1d84b050 1d85 1d850000
bf16 e1aa2205 e1aa e1aa0000
bf16 12ca6b03 12ca 12ca0000
bf16 8da98ce9 8daa 8daa0000
bf16 ec4eddcf ec4f ec4f0000
bf16 583d0f0d 583d 583d0000
bf16 a7f30b6c a7f3 a7f30000
bf16 60065183 6006 60060000
bf16 b1e0314a b1e0 b1e00000
bf16 8c3f7935 8c3f 8c3f0000
bf16 88e3f01d 88e4 88e40000
bf16 e9ebbf97 e9ec e9ec0000
bf16 6b3c68a0 6b3c 6b3c0000
bf16 d3c9eb78 d3ca d3ca0000
bf16 755f65c7 755f 755f0000
bf16 c9c4d7b3 c9c5 c9c50000
bf16 16d6ab92 16d7 16d70000
bf16 9676b22c 9677 96770000
bf16 b044f98c b045 b0450000
bf16 12db101d 12db 12db0000
bf16 b8691084 b869 b8690000
bf16 8c5e30bc 8c5e 8c5e0000
bf16 0fe05d54 0fe0 0fe00000
bf16 c5e49822 c5e5 c5e50000
bf16 07b810c1 07b8 07b80000
bf16 80407ded 8040 80400000
bf16 e5297209 e529 e5290000
bf16 32955e53 3295 32950000
bf16 0e16be30 0e17 0e170000
bf16 8272ab3b 8273 82730000
bf16 ca4b60d5 ca4b ca4b0000
bf16 2e62ff24 2e63 2e630000
bf16 9ee5161c 9ee5 9ee50000
bf16 66f54177 66f5 66f50000
bf16 d689e1b2 d68a d68a0000
bf16 8484efad 8485 84850000
bf16 41ba36d5 41ba 41ba0000
bf16 f7242efe f724 f7240000
bf16 44365318 4436 44360000
bf16 a42919b1 a429 a4290000
bf16 01c71700 01c7 01c70000
bf16 dd2ba952 dd2c dd2c0000
bf16 1f0a7114 1f0a 1f0a0000
bf16 553d9cc0 553e 553e0000
bf16 5e18aef9 5e19 5e190000
bf16 42ff0167 42ff 42ff0000
bf16 27a8fcb5 27a9 27a90000
bf16 b8f46692 b8f4 b8f40000
bf16 08381f37 0838 08380000
bf16 69797eb2 6979 69790000
bf16 7560af48 7561 75610000
bf16 9b337290 9b33 9b330000
bf16 31e89b6f 31e9 31e90000
bf16 d921e65c d922 d9220000
bf16 6a930d90 6a93 6a930000
bf16 f856bf89 f857 f8570000
bf16 7de2c916 7de3 7de30000
bf16 d444a837 d445 d4450000
bf16 db5b59ab db5b db5b0000
bf16 ba55fe29 ba56 ba560000
bf16 4da231b4 4da2 4da20000
bf16 653f59fd 653f 653f0000
bf16 f2c8ad8b f2c9 f2c90000
bf16 51c363b2 51c3 51c30000
bf16 bdeace0e bdeb bdeb0000
bf16 e2f04c8c e2f0 e2f00000
bf16 c0db039c c0db c0db0000
bf16 9d41f10e 9d42 9d420000
bf16 c54c9982 c54d c54d0000
bf16 37b25578 37b2 37b20000
bf16 876c8548 876d 876d0000
bf16 01794926 0179 01790000
bf16 de2cbaa7 de2d de2d0000
bf16 721cc525 721d 721d0000
bf16 d3d4908b d3d5 d3d50000
bf16 a7496424 a749 a7490000
bf16 6dcdff1f 6dce 6dce0000
bf16 7bb35783 7bb3 7bb30000
bf16 e671f196 e672 e6720000
bf16 acdb0de9 acdb acdb0000
bf16 ee1995e2 ee1a ee1a0000
bf16 1ab3fd63 1ab4 1ab40000
bf16 78031fb7 7803 78030000
bf16 e1dafc30 e1db e1db0000
bf16 5a90f38d 5a91 5a910000
bf16 e7e208d2 e7e2 e7e20000
bf16 59de5ec9 59de 59de0000
bf16 91d7200c 91d7 91d70000
bf16 1c6a4ec2 1c6a 1c6a0000
bf16 973fbc4b 9740 97400000
bf16 a89ba4c8 a89c a89c0000
bf16 0202f238 0203 02030000
bf16 25e8b5ec 25e9 25e90000
bf16 e732383b e732 e7320000
bf16 9e44ee2d 9e45 9e450000
bf16 f468e1f6 f469 f4690000
bf16 19a7b393 19a8 19a80000
bf16 64241c7f 6424 64240000
bf16 2b3b64e0 2b3b 2b3b0000
bf16 473d6993 473d 473d0000
bf16 b17b06f3 b17b b17b0000
bf16 2274fc82 2275 22750000
bf16 8c4f8405 8c50 8c500000
bf16 aa9dbdac aa9e aa9e0000
bf16 a3945e43 a394 a3940000
bf16 462a6d54 462a 462a0000
bf16 b65b18c8 b65b b65b0000
bf16 ddd57cab ddd5 ddd50000
bf16 231a9e1f 231b 231b0000
bf16 b335a89a b336 b3360000
bf16 8bcfe4a9 8bd0 8bd00000
bf16 483cedb5 483d 483d0000
bf16 11495506 1149 11490000
bf16 c63b5050 c63b c63b0000
bf16 3d2c08ed 3d2c 3d2c0000
bf16 9aec0de1 9aec 9aec0000
bf16 b85c4ef2 b85c b85c0000
bf16 5d78925d 5d79 5d790000
bf16 3bef14b9 3bef 3bef0000
bf16 cc4bc55d cc4c cc4c0000
bf16 dd259613 dd26 dd260000
bf16 f8477f54 f847 f8470000
bf16 777bf046 777c 777c0000
bf16 808180ee 8082 80820000
bf16 835afbac 835b 835b0000
bf16 22cab7f3 22cb 22cb0000
bf16 391f54ef 391f 391f0000
bf16 8b0fda91 8b10 8b100000
bf16 d3fed89b d3ff d3ff0000
bf16 d9b4db07 d9b5 d9b50000
bf16 43f1b54e 43f2 43f20000
bf16 5a246556 5a24 5a240000
bf16 90943322 9094 90940000
bf16 1d090155 1d09 1d090000
bf16 cb9d09b5 cb9d cb9d0000
bf16 29661711 2966 29660000
bf16 35ecb9ad 35ed 35ed0000
bf16 ee871d97 ee87 ee870000
bf16 66b4eeab 66b5 66b50000
bf16 ec6b777f ec6b ec6b0000
bf16 c400ff6b c401 c4010000
bf16 f4ca0a8a f4ca f4ca0000
bf16 2f3578cc 2f35 2f350000
bf16 6838dc0e 6839 68390000
bf16 f7a9ba67 f7aa f7aa0000
bf16 8f459d0c 8f46 8f460000
bf16 b3e6cb99 b3e7 b3e70000
bf16 0ebd80b2 0ebe 0ebe0000
bf16 a7f52610 a7f5 a7f50000
bf16 61127ffd 6112 61120000
bf16 3303ea15 3304 33040000
bf16 62549b8f 6255 62550000
bf16 44ad922e 44ae 44ae0000
bf16 1daca4f2 1dad 1dad0000
bf16 dc85ee30 dc86 dc860000
bf16 95859254 9586 95860000
bf16 61861493 6186 61860000
bf16 28d9e176 28da 28da0000
bf16 fa409d65 fa41 fa410000
bf16 e3a6f5a5 e3a7 e3a70000
bf16 0ebc6c8e 0ebc 0ebc0000
bf16 15e29721 15e3 15e30000
bf16 c5a3957d c5a4 c5a40000
bf16 f35430dc f354 f3540000
bf16 9909fd6d 990a 990a0000
bf16 14e155d0 14e1 14e10000
bf16 07264ffa 0726 07260000
bf16 8a6674aa 8a66 8a660000
bf16 1c1ad80d 1c1b 1c1b0000
bf16 13cbc1e8 13cc 13cc0000
bf16 ff605977 ff60 ff600000
bf16 bbbd49b4 bbbd bbbd0000
bf16 99c01076 99c0 99c00000
bf16 ebf8fe0d ebf9 ebf90000
bf16 328399da 3284 32840000
bf16 988c2e67 988c 988c0000
bf16 e3b61b73 e3b6 e3b60000
bf16 4acea600 4acf 4acf0000
bf16 ee6643df ee66 ee660000
bf16 0a75575e 0a75 0a750000
bf16 a03d3c61 a03d a03d0000
bf16 3c6a002a 3c6a 3c6a0000
bf16 aaaf9bf5 aab0 aab00000
bf16 24d71e1c 24d7 24d70000
bf16 516c2985 516c 516c0000
bf16 17c26438 17c2 17c20000
bf16 6efbd0a7 6efc 6efc0000
bf16 c4894bcc c489 c4890000
bf16 db3b0c9c db3b db3b0000
bf16 368ea09e 368f 368f0000
bf16 7b965542 7b96 7b960000
bf16 5c211e3a 5c21 5c210000
bf16 47934739 4793 47930000
bf16 c95c882d c95d c95d0000
bf16 8b66dfb1 8b67 8b670000
bf16 459e0258 459e 459e0000
bf16 5a714ffa 5a71 5a710000
bf16 4ab416c9 4ab4 4ab40000
bf16 02e10914 02e1 02e10000
bf16 81a005ca 81a0 81a00000
bf16 631dd664 631e 631e0000
bf16 54fdc53b 54fe 54fe0000
bf16 4f55fc2b 4f56 4f560000
bf16 ab62cb89 ab63 ab630000
bf16 b60693c7 b607 b6070000
bf16 dd02d1ed dd03 dd030000
bf16 a93425a1 a934 a9340000
bf16 5fbb0043 5fbb 5fbb0000
bf16 91d61747 91d6 91d60000
bf16 737e1165 737e 737e0000
bf16 cbb78cac cbb8 cbb80000
bf16 1f9afb32 1f9b 1f9b0000
bf16 2e91c891 2e92 2e920000
bf16 51ac7649 51ac 51ac0000
bf16 fe562d9f fe56 fe560000
bf16 d2bd7c38 d2bd d2bd0000
bf16 aa6a51c2 aa6a aa6a0000
bf16 f5f3c939 f5f4 f5f40000
bf16 dca20ff3 dca2 dca20000
bf16 6dfc10fe 6dfc 6dfc0000
bf16 3c099ed0 3c0a 3c0a0000
bf16 0011ad87 0012 00120000
bf16 f1a2a43f f1a3 f1a30000
bf16 918b4bdf 918b 918b0000
bf16 bb3b0a6b bb3b bb3b0000
bf16 52e2f4e4 52e3 52e30000
bf16 6ec24a3b 6ec2 6ec20000
bf16 f3f0a34c f3f1 f3f10000
bf16 d004d429 d005 d0050000
bf16 26db3f5a 26db 26db0000
bf16 daae6741 daae daae0000
bf16 90e36ac5 90e3 90e30000
bf16 c68862c5 c688 c6880000
bf16 6114145a 6114 61140000
bf16 bcb32372 bcb3 bcb30000
bf16 ef763450 ef76 ef760000
bf16 9074c686 9075 90750000
bf16 7dfa169f 7dfa 7dfa0000
bf16 3334b6c5 3335 33350000
bf16 1bb789b5 1bb8 1bb80000
bf16 4bb603e5 4bb6 4bb60000
bf16 5d01cb1d 5d02 5d020000
bf16 93596dfd 9359 93590000
bf16 4ac10ce5 4ac1 4ac10000
bf16 cfc0643a cfc0 cfc00000
bf16 faa93db2 faa9 faa90000
bf16 93dc0799 93dc 93dc0000
bf16 2037824b 2038 20380000
bf16 f171baf9 f172 f1720000
bf16 f6d4b893 f6d5 f6d50000
bf16 c5858c17 c586 c5860000
bf16 34528e74 3453 34530000
bf16 969bc9a4 969c 969c0000
bf16 e9d1323c e9d1 e9d10000
bf16 6d7413b9 6d74 6d740000
bf16 83e27e29 83e2 83e20000
bf16 6ab905ec 6ab9 6ab90000
bf16 964637f3 9646 96460000
bf16 d034611d d034 d0340000
bf16 99cc53de 99cc 99cc0000
bf16 5306218e 5306 53060000
bf16 d3f18a97 d3f2 d3f20000
bf16 56fcfe99 56fd 56fd0000
bf16 b725cebd b726 b7260000
bf16 aeb04d4f aeb0 aeb00000
bf16 7d8f55e7 7d8f 7d8f0000
bf16 8ff5d0a5 8ff6 8ff60000
bf16 8723ce40 8724 87240000
bf16 40ec4b82 40ec 40ec0000
bf16 212be8c7 212c 212c0000
bf16 20023096 2002 20020000
bf16 491928cd 4919 49190000
bf16 0c8b807c 0c8c 0c8c0000
bf16 9441ddf8 9442 94420000
bf16 7d883bc3 7d88 7d880000
bf16 a37956c7 a379 a3790000
bf16 c003bc6f c004 c0040000
bf16 65303c32 6530 65300000
bf16 b33755e8 b337 b3370000
bf16 22a5c3f6 22a6 22a60000
bf16 e36b2fa9 e36b e36b0000
bf16 1bfd5ec0 1bfd 1bfd0000
bf16 4d5a2689 4d5a 4d5a0000
bf16 1d3bbe1a 1d3c 1d3c0000
bf16 7c58e3b0 7c59 7c590000
bf16 53975347 5397 53970000
bf16 677de476 677e 677e0000
bf16 41e22b86 41e2 41e20000
bf16 12bdd4a6 12be 12be0000
bf16 fc850061 fc85 fc850000
bf16 88847f18 8884 88840000
bf16 1ac6a55e 1ac7 1ac70000
bf16 83aa3ca6 83aa 83aa0000
bf16 5cf9e500 5cfa 5cfa0000
bf16 c3c56f27 c3c5 c3c50000
bf16 0f1ba197 0f1c 0f1c0000
bf16 f7346494 f734 f7340000
bf16 f95422d6 f954 f9540000
bf16 ac5f4816 ac5f ac5f0000
bf16 f7196d1a f719 f7190000
bf16 a2e6bd73 a2e7 a2e70000
bf16 57694804 5769 57690000
bf16 26b70013 26b7 26b70000
bf16 ace44eec ace4 ace40000
bf16 60172cce 6017 60170000
bf16 d45eda5a d45f d45f0000
bf16 85193055 8519 85190000
bf16 cc7e6c5a cc7e cc7e0000
bf16 b9caf4cd b9cb b9cb0000
bf16 6a4298fb 6a43 6a430000
bf16 8df98ad7 8dfa 8dfa0000
bf16 c3b753f8 c3b7 c3b70000
bf16 31ea02af 31ea 31ea0000
bf16 4a5206f6 4a52 4a520000
bf16 107e361b 107e 107e0000
bf16 4315b7b2 4316 43160000
bf16 0df53a00 0df5 0df50000
bf16 0f7c3bb2 0f7c 0f7c0000
bf16 5e36fac3 5e37 5e370000
bf16 c69266cd c692 c6920000
bf16 cf5e5178 cf5e cf5e0000
bf16 f5ae8461 f5af f5af0000
bf16 6eb6c9e9 6eb7 6eb70000
bf16 64f5505a 64f5 64f50000
bf16 1e7b76d1 1e7b 1e7b0000
bf16 6636892c 6637 66370000
bf16 92430645 9243 92430000
bf16 5648254d 5648 56480000
bf16 11913dc6 1191 11910000
bf16 337353ff 3373 33730000
bf16 fd1f394e fd1f fd1f0000
bf16 d8122d81 d812 d8120000
bf16 d8a595a3 d8a6 d8a60000
bf16 719b9173 719c 719c0000
bf16 60d937bf 60d9 60d90000
bf16 28aa3fb4 28aa 28aa0000
bf16 a6865b7e a686 a6860000
bf16 9a2d0f85 9a2d 9a2d0000
bf16 db23a131 db24 db240000
bf16 d33bbb77 d33c d33c0000
bf16 0e2469e5 0e24 0e240000
bf16 8945749e 8945 89450000
bf16 df4b8afe df4c df4c0000
bf16 cb788bfd cb79 cb790000
bf16 554d9dfe 554e 554e0000
bf16 9bcfc2ae 9bd0 9bd00000
bf16 3950ee4a 3951 39510000
bf16 cd72b2ca cd73 cd730000
bf16 f53c9e4d f53d f53d0000
bf16 317f29ec 317f 317f0000
bf16 1a55b3b7 1a56 1a560000
bf16 4d247280 4d24 4d240000
bf16 b21a80db b21b b21b0000
bf16 9f8412ac 9f84 9f840000
bf16 24119ffa 2412 24120000
bf16 d44ed041 d44f d44f0000
bf16 17bbf273 17bc 17bc0000
bf16 c91aa232 c91b c91b0000
bf16 7bb5a293 7bb6 7bb60000
bf16 834ec611 834f 834f0000
bf16 540ff56e 5410 54100000
bf16 1cfaf0ee 1cfb 1cfb0000
bf16 0900d73a 0901 09010000
bf16 26fdedf9 26fe 26fe0000
bf16 86f0ea67 86f1 86f10000
bf16 ca9db972 ca9e ca9e0000
bf16 5f86b996 5f87 5f870000
bf16 7645e194 7646 76460000
bf16 2a94843e 2a95 2a950000
bf16 6b0a896f 6b0b 6b0b0000
bf16 57fffdf0 5800 58000000
bf16 1366632e 1366 13660000
bf16 ea233b24 ea23 ea230000
bf16 0830017d 0830 08300000
bf16 7740215b 7740 77400000
bf16 185e4a48 185e 185e0000
bf16 31c57817 31c5 31c50000
bf16 8c213c9f 8c21 8c210000
bf16 1de6e0a2 1de7 1de70000
bf16 3036119b 3036 30360000
bf16 c27fa67f c280 c2800000
bf16 6d45c90e 6d46 6d460000
bf16 6b9a6ef6 6b9a 6b9a0000
bf16 633e42f4 633e 633e0000
bf16 5b842a2b 5b84 5b840000
bf16 3ac22f98 3ac2 3ac20000
bf16 92070c01 9207 92070000
bf16 d64ea2f9 d64f d64f0000
bf16 5678e9cd 5679 56790000
bf16 2e76acb6 2e77 2e770000
bf16 9abf7703 9abf 9abf0000
bf16 ebab8c0e ebac ebac0000
bf16 bb6755d9 bb67 bb670000
bf16 d5b0d5bf d5b1 d5b10000
bf16 d225069a d225 d2250000
bf16 7c28575e 7c28 7c280000
bf16 b2eaae07 b2eb b2eb0000
bf16 3d3a47ee 3d3a 3d3a0000
bf16 d0d44550 d0d4 d0d40000
bf16 81f49c1a 81f5 81f50000
bf16 e90ed209 e90f e90f0000
bf16 44a0b87a 44a1 44a10000
bf16 2bf5adba 2bf6 2bf60000
bf16 f9544138 f954 f9540000
bf16 228d54ed 228d 228d0000
bf16 ec8c8557 ec8d ec8d0000
bf16 dff03474 dff0 dff00000
bf16 c9090707 c909 c9090000
bf16 7499f930 749a 749a0000
bf16 85d50edd 85d5 85d50000
bf16 2958579a 2958 29580000
bf16 7ac04b4c 7ac0 7ac00000
bf16 04c315b1 04c3 04c30000
bf16 add61e48 add6 add60000
bf16 15ea7206 15ea 15ea0000
bf16 cc129e65 cc13 cc130000
bf16 5b6d255b 5b6d 5b6d0000
bf16 92794c30 9279 92790000
bf16 5883999c 5884 58840000
bf16 331cd73b 331d 331d0000
bf16 c222417b c222 c2220000
